store_id	正式店名	店名かな	別名・旧名	施設区分	大ジャンル	小ジャンル	都道府県	市区町村	住所	緯度	経度	最寄駅・交通	電話番号	公式URL	食べログURL	GoogleマップURL	営業状態	予約区分	昼予算	夜予算	最終確認日	確認状態	備考
FOD-1628	彩色ラーメン きんせい総本家 夢風			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 高槻市			https://tabelog.com/osaka/A2706/A270604/27002131/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27002131 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1629	自然派ラーメン 神楽			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	石川県					石川県 金沢市			https://tabelog.com/ishikawa/A1701/A170101/17001321/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 17001321 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1630	つけ麺無心			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	奈良県					奈良県 奈良市			https://tabelog.com/nara/A2901/A290102/29004440/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 29004440 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1631	中華そば いぶき			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 天神橋筋六丁目駅			https://tabelog.com/osaka/A2701/A270103/27062565/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27062565 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1632	らーめん鱗 西中島店			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 西中島南方駅			https://tabelog.com/osaka/A2701/A270301/27082871/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27082871 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1633	博多一双 博多駅東本店			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	福岡県					福岡県 博多駅			https://tabelog.com/fukuoka/A4001/A400101/40032701/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 40032701 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1634	支那そば 王王軒 本店			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	徳島県					徳島県 板野郡藍住町			https://tabelog.com/tokushima/A3603/A360303/36000071/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 36000071 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1635	麺～leads～なかの 大和高田本店			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	奈良県					奈良県 大和高田市			https://tabelog.com/nara/A2903/A290302/29009138/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 29009138 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1636	麺元素			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 天満駅			https://tabelog.com/osaka/A2701/A270103/27042439/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27042439 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1637	麺のようじ			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 日本橋駅			https://tabelog.com/osaka/A2701/A270202/27072765/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27072765 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1638	俺のラーメン あっぱれ屋			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	京都府					京都府 城陽市			https://tabelog.com/kyoto/A2607/A260704/26011617/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 26011617 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1639	麺屋 えぐち			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 江坂駅			https://tabelog.com/osaka/A2706/A270602/27017957/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27017957 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1640	群青			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 天神橋筋六丁目駅			https://tabelog.com/osaka/A2701/A270103/27018753/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27018753 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1641	セアブラノ神 壬生本店			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	京都府					京都府 四条大宮駅			https://tabelog.com/kyoto/A2601/A260203/26022456/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 26022456 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1642	麺や 紡			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 宇野辺駅			https://tabelog.com/osaka/A2706/A270604/27064537/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27064537 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1643	人類みな麺類			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 南方駅			https://tabelog.com/osaka/A2701/A270301/27064584/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27064584 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1644	博多元気一杯!!			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	福岡県					福岡県 呉服町駅			https://tabelog.com/fukuoka/A4001/A400106/40000488/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 40000488 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1645	吟醸らーめん 久保田			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	京都府					京都府 五条（京都市営）駅			https://tabelog.com/kyoto/A2601/A260101/26004660/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 26004660 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1646	ラーメン人生JET			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 福島駅			https://tabelog.com/osaka/A2701/A270108/27050827/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27050827 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1647	フスマにかけろ 中崎壱丁 中崎商店會1-6-18号ラーメン			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 中崎町駅			https://tabelog.com/osaka/A2701/A270103/27056367/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27056367 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1648	中華そば麦右衛門			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	兵庫県					兵庫県 揖保郡太子町			https://tabelog.com/hyogo/A2805/A280503/28037743/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 28037743 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1649	拳ラーメン			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	京都府					京都府 梅小路京都西駅			https://tabelog.com/kyoto/A2601/A260203/26017616/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 26017616 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1650	麺屋 たけ井 本店			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	京都府					京都府 長池駅			https://tabelog.com/kyoto/A2607/A260704/26017227/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 26017227 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1651	麺や福はら			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 今里（近鉄）駅			https://tabelog.com/osaka/A2701/A270306/27099659/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27099659 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1652	麺屋 八海山			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 高槻駅			https://tabelog.com/osaka/A2706/A270604/27061072/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27061072 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1653	麺や而今 大東本店			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 鴻池新田駅			https://tabelog.com/osaka/A2707/A270704/27054613/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27054613 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1654	自己流ラーメン綿麺			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 松原市			https://tabelog.com/osaka/A2708/A270801/27007813/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27007813 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1655	麺屋NOROMA			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	奈良県					奈良県 奈良市			https://tabelog.com/nara/A2901/A290101/29007675/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 29007675 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1656	ラーメンにっこう			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	滋賀県					滋賀県 彦根市			https://tabelog.com/shiga/A2503/A250303/25000362/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 25000362 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1657	新福菜館 本店			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	京都府					京都府 京都駅			https://tabelog.com/kyoto/A2601/A260101/26000791/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 26000791 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1658	桐麺 本店			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 神崎川駅			https://tabelog.com/osaka/A2701/A270302/27082568/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27082568 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1659	とんぴととりの光龍益			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 桜ノ宮駅			https://tabelog.com/osaka/A2701/A270304/27015801/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27015801 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1660	三谷製麺所 鶴橋店			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 鶴橋駅			https://tabelog.com/osaka/A2701/A270306/27058724/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27058724 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1661	新宿めんや風花			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	京都府					京都府 四条（京都市営）駅			https://tabelog.com/kyoto/A2601/A260201/26000827/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 26000827 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1662	燃えよ麺助			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 福島駅			https://tabelog.com/osaka/A2701/A270108/27091454/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27091454 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1663	麺屋 さん田			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	京都府					京都府 西院（阪急）駅			https://tabelog.com/kyoto/A2601/A260401/26029285/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 26029285 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1664	麺一盃			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 塚本駅			https://tabelog.com/osaka/A2701/A270302/27052471/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27052471 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1665	本家 第一旭 たかばし本店			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	京都府					京都府 京都駅			https://tabelog.com/kyoto/A2601/A260101/26000873/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 26000873 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1666	中華そば ムタヒロ 大阪福島店			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 福島駅			https://tabelog.com/osaka/A2701/A270108/27082989/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27082989 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1667	山崎麺二郎			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	京都府					京都府 円町駅			https://tabelog.com/kyoto/A2601/A260501/26008681/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 26008681 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1668	貧瞋癡			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	富山県					富山県 氷見市			https://tabelog.com/toyama/A1604/A160402/16001104/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 16001104 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1669	麺匠而今			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 滝井駅			https://tabelog.com/osaka/A2707/A270701/27078739/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27078739 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1670	担担麺専門店 DAN DAN NOODLES. ENISHI			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	兵庫県					兵庫県 岩屋駅			https://tabelog.com/hyogo/A2801/A280103/28040621/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 28040621 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1671	らーめん弥七			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 中津（大阪メトロ）駅			https://tabelog.com/osaka/A2701/A270101/27003232/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27003232 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1672	中華そば 無限			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 海老江駅			https://tabelog.com/osaka/A2701/A270108/27053626/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27053626 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1673	烈志笑魚油 麺香房 三く			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 新福島駅			https://tabelog.com/osaka/A2701/A270108/27058993/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27058993 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1674	自家製麺と自然派食材　晴耕雨読			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	京都府					京都府 宇治（ＪＲ）駅			https://tabelog.com/kyoto/A2607/A260701/26030760/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 26030760 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1675	かしや			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 玉出駅			https://tabelog.com/osaka/A2701/A270406/27052519/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27052519 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1676	麺屋 極鶏			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	京都府					京都府 一乗寺駅			https://tabelog.com/kyoto/A2601/A260303/26017870/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 26017870 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1677	極汁美麺 umami			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 河内小阪駅			https://tabelog.com/osaka/A2707/A270703/27093539/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27093539 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1678	いかれたヌードル フィッシュトンズ			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 西大橋駅			https://tabelog.com/osaka/A2701/A270201/27101904/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27101904 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1679	麺哲 豊中			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 豊中駅			https://tabelog.com/osaka/A2706/A270601/27004096/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27004096 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1680	世界一暇なラーメン屋			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 渡辺橋駅			https://tabelog.com/osaka/A2701/A270102/27077402/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27077402 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1681	鶏Soba 座銀 にぼし店			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 心斎橋駅			https://tabelog.com/osaka/A2701/A270201/27086371/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27086371 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1682	ロックンビリーS1			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	兵庫県					兵庫県 塚口（ＪＲ）駅			https://tabelog.com/hyogo/A2803/A280304/28040893/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 28040893 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1683	鶏 soba 座銀 本店			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 肥後橋駅			https://tabelog.com/osaka/A2701/A270102/27079112/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27079112 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1684	ストライク軒			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 天神橋筋六丁目駅			https://tabelog.com/osaka/A2701/A270103/27074457/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27074457 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1685	時屋			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 西中島南方駅			https://tabelog.com/osaka/A2701/A270301/27040424/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27040424 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1686	ふく流らーめん 轍 本町本店			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 本町駅			https://tabelog.com/osaka/A2701/A270106/27077641/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27077641 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1687	らーめんstyle JUNK STORY 本店			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 谷町九丁目駅			https://tabelog.com/osaka/A2701/A270205/27050596/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27050596 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1688	手打ち麺 やす田			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 新大阪駅			https://tabelog.com/osaka/A2701/A270301/27060153/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27060153 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1689	無鉄砲  大阪店			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 今宮戎駅			https://tabelog.com/osaka/A2701/A270206/27005006/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27005006 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1690	らーめん颯人			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 南森町駅			https://tabelog.com/osaka/A2701/A270103/27083921/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27083921 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1691	麺屋彩々 昭和町本店			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 昭和町駅			https://tabelog.com/osaka/A2701/A270203/27059500/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27059500 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1692	らーめん鱗 茨木店			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 茨木市駅			https://tabelog.com/osaka/A2706/A270604/27077480/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27077480 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1693	麺処 と市			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	奈良県					奈良県 橿原市			https://tabelog.com/nara/A2903/A290302/29006955/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 29006955 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1694	洛二神			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 天神橋筋六丁目駅			https://tabelog.com/osaka/A2701/A270103/27000534/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27000534 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1695	麦と麺助 新梅田中津店			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 中津（大阪メトロ）駅			https://tabelog.com/osaka/A2701/A270101/27104891/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27104891 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1696	大阪麺哲			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 東梅田駅			https://tabelog.com/osaka/A2701/A270101/27080479/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27080479 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1697	博多とんこつ 天神旗			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 上新庄駅			https://tabelog.com/osaka/A2701/A270307/27002613/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27002613 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1698	ラーメン坊也哲			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 若江岩田駅			https://tabelog.com/osaka/A2707/A270703/27073370/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27073370 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1699	あいつのラーメン かたぐるま			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	京都府					京都府 丹波口駅			https://tabelog.com/kyoto/A2601/A260203/26023737/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 26023737 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1700	はまんど			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	香川県					香川県 三豊市			https://tabelog.com/kagawa/A3703/A370303/37000174/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 37000174 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1701	無鉄砲 本店			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	京都府					京都府 木津川市			https://tabelog.com/kyoto/A2607/A260705/26002160/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 26002160 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1702	麺と心 7			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 阿倍野駅			https://tabelog.com/osaka/A2701/A270203/27072629/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27072629 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1703	がふうあん			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	兵庫県					兵庫県 伊丹（阪急）駅			https://tabelog.com/hyogo/A2803/A280306/28022134/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 28022134 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1704	がむしゃら 奈良			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	奈良県					奈良県 大和郡山市			https://tabelog.com/nara/A2902/A290202/29001411/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 29001411 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1705	中華そば 閃			ラーメン店	ラーメン	食べログ ラーメン 百名店 2020	大阪府					大阪府 あびこ駅			https://tabelog.com/osaka/A2701/A270404/27061126/		未確認				46232	店舗照合済	食べログ 百名店 2020 / ラーメン WEST / Tabelog ID 27061126 / https://award.tabelog.com/hyakumeiten/ramen_west/2020
FOD-1706	うさぎや 中央通り店			飲食店	スイーツ	食べログ スイーツ 百名店 2020	東京都					東京都 日本橋駅			https://tabelog.com/tokyo/A1302/A130202/13041161/		未確認				46232	店舗照合済	食べログ 百名店 2020 / スイーツ TOKYO / Tabelog ID 13041161 / https://award.tabelog.com/hyakumeiten/sweets_tokyo/2020
FOD-1707	日本橋 長門			飲食店	スイーツ	食べログ スイーツ 百名店 2020	東京都					東京都 日本橋駅			https://tabelog.com/tokyo/A1302/A130202/13011481/		未確認				46232	店舗照合済	食べログ 百名店 2020 / スイーツ TOKYO / Tabelog ID 13011481 / https://award.tabelog.com/hyakumeiten/sweets_tokyo/2020
FOD-1708	ラ・ヴィエイユ・フランス 本店			飲食店	スイーツ	食べログ スイーツ 百名店 2020	東京都					東京都 千歳烏山駅			https://tabelog.com/tokyo/A1318/A131809/13043939/		未確認				46232	店舗照合済	食べログ 百名店 2020 / スイーツ TOKYO / Tabelog ID 13043939 / https://award.tabelog.com/hyakumeiten/sweets_tokyo/2020
FOD-1709	志むら			飲食店	スイーツ	食べログ スイーツ 百名店 2020	東京都					東京都 目白駅			https://tabelog.com/tokyo/A1305/A130502/13003855/		未確認				46232	店舗照合済	食べログ 百名店 2020 / スイーツ TOKYO / Tabelog ID 13003855 / https://award.tabelog.com/hyakumeiten/sweets_tokyo/2020
