award_id	store_id	選定元	選定シリーズ	ランク・区分	公式ジャンル	年度	地域区分	掲載名	掲載時地域	出典URL	出典確認日	照合状態	備考
HYK2020-0615	FOD-1427	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	食堂七彩	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 15/100 / Tabelog ID 13145418
HYK2020-0616	FOD-1428	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	月曜日は煮干rabo	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 16/100 / Tabelog ID 13229593
HYK2020-0617	FOD-1429	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	麺庵ちとせ	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 17/100 / Tabelog ID 13182327
HYK2020-0618	FOD-1430	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	麺処 篠はら	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 18/100 / Tabelog ID 13188419
HYK2020-0619	FOD-1431	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	麺屋 翔 本店	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 19/100 / Tabelog ID 13040181
HYK2020-0620	FOD-1432	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	煮干そば 流。	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 20/100 / Tabelog ID 13175140
HYK2020-0621	FOD-1433	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	超純水採麺 天国屋	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 21/100 / Tabelog ID 13162732
HYK2020-0622	FOD-1434	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	中華そば屋 伊藤	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 22/100 / Tabelog ID 13008779
HYK2020-0623	FOD-1435	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	四川担担麺 阿吽 湯島本店	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 23/100 / Tabelog ID 13042564
HYK2020-0624	FOD-1436	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	麺 みつヰ	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 24/100 / Tabelog ID 13203387
HYK2020-0625	FOD-1437	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	つけ麺 五ノ神製作所 新宿店	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 25/100 / Tabelog ID 13120708
HYK2020-0626	FOD-1438	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	麺屋吉左右	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 26/100 / Tabelog ID 13021140
HYK2020-0627	FOD-1439	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	ラーメン巌哲	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 27/100 / Tabelog ID 13167439
HYK2020-0628	FOD-1440	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	らーめん飛粋	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 28/100 / Tabelog ID 13217922
HYK2020-0629	FOD-1441	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	ラーメン大至	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 29/100 / Tabelog ID 13042832
HYK2020-0630	FOD-1442	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	麺や 七彩	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 30/100 / Tabelog ID 13184399
HYK2020-0631	FOD-1443	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	銀座 八五	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 31/100 / Tabelog ID 13228602
HYK2020-0632	FOD-1444	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	SOBA HOUSE 金色不如帰 新宿御苑本店	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 32/100 / Tabelog ID 13222172
HYK2020-0633	FOD-1445	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	中華そば ふくみみ	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 33/100 / Tabelog ID 13016486
HYK2020-0634	FOD-1446	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	RAMEN GOTTSU	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 34/100 / Tabelog ID 13153294
HYK2020-0635	FOD-1447	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	つけ麺 道	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 35/100 / Tabelog ID 13094595
HYK2020-0636	FOD-1448	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	中華そば　堀川	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 36/100 / Tabelog ID 13243173
HYK2020-0637	FOD-1449	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	鶏そば  ムタヒロ 2号店	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 37/100 / Tabelog ID 13147068
HYK2020-0638	FOD-1450	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	RAMEN CiQUE	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 38/100 / Tabelog ID 13048520
HYK2020-0639	FOD-1451	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	煮干鰮らーめん 圓 八王子本店	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 39/100 / Tabelog ID 13091258
HYK2020-0640	FOD-1452	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	勝本 水道橋店	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 40/100 / Tabelog ID 13179757
HYK2020-0641	FOD-1453	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	手打式超多加水麺 ののくら	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 41/100 / Tabelog ID 13215713
HYK2020-0642	FOD-1454	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	中華そば べんてん	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 42/100 / Tabelog ID 13200351
HYK2020-0643	FOD-1455	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	中華ソバ 伊吹	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 43/100 / Tabelog ID 13163874
HYK2020-0644	FOD-1456	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	らぁめん山と樹	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 44/100 / Tabelog ID 13204607
HYK2020-0645	FOD-1457	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	Ramen　にじゅうぶんのいち	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 45/100 / Tabelog ID 13147594
HYK2020-0646	FOD-1458	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	むぎとオリーブ 銀座店	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 46/100 / Tabelog ID 13164932
HYK2020-0647	FOD-1459	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	宍道湖しじみ中華蕎麦 琥珀	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 47/100 / Tabelog ID 13234195
HYK2020-0648	FOD-0649	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	中華そば しば田	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 48/100 / Tabelog ID 13162681
HYK2020-0649	FOD-1460	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	鶏こく中華 すず喜	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 49/100 / Tabelog ID 13215409
HYK2020-0650	FOD-1461	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	麺や金時	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 50/100 / Tabelog ID 13139195
HYK2020-0651	FOD-1462	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	神名備	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 51/100 / Tabelog ID 13006070
HYK2020-0652	FOD-1463	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	麺屋 さくら井	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 52/100 / Tabelog ID 13202438
HYK2020-0653	FOD-1464	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	らぁ麺やまぐち	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 53/100 / Tabelog ID 13151200
HYK2020-0654	FOD-1465	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	かしわぎ	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 54/100 / Tabelog ID 13209326
HYK2020-0655	FOD-1466	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	スパイス・ラー麺 卍力 西葛西店	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 55/100 / Tabelog ID 13168253
HYK2020-0656	FOD-1467	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	純手打ち だるま	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 56/100 / Tabelog ID 13218715
HYK2020-0657	FOD-1468	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	はやし	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 57/100 / Tabelog ID 13003367
HYK2020-0658	FOD-1469	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	スープメン	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 58/100 / Tabelog ID 13227469
HYK2020-0659	FOD-1470	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	麺処 晴	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 59/100 / Tabelog ID 13143115
HYK2020-0660	FOD-1471	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	田中商店 本店	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 60/100 / Tabelog ID 13003726
HYK2020-0661	FOD-1472	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	麺屋 はし本	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 61/100 / Tabelog ID 13205769
HYK2020-0662	FOD-1473	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	キング製麺	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 62/100 / Tabelog ID 13232817
HYK2020-0663	FOD-1474	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	麺処 しろくろ	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 63/100 / Tabelog ID 13242508
HYK2020-0664	FOD-1475	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	銀座 朧月	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 64/100 / Tabelog ID 13118141
HYK2020-0665	FOD-1476	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	饗 くろ喜	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 65/100 / Tabelog ID 13127743
HYK2020-0666	FOD-1477	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	麺処 ほん田 秋葉原本店	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 66/100 / Tabelog ID 13246285
HYK2020-0667	FOD-1478	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	自家製中華そば としおか	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 67/100 / Tabelog ID 13182315
HYK2020-0668	FOD-1479	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	中華そば 西川	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 68/100 / Tabelog ID 13213036
HYK2020-0669	FOD-1480	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	創作麺工房 鳴龍	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 69/100 / Tabelog ID 13141302
HYK2020-0670	FOD-1481	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	麺屋ひょっとこ 交通会館店	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 70/100 / Tabelog ID 13046637
HYK2020-0671	FOD-1482	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	麺屋 Hulu-lu	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 71/100 / Tabelog ID 13136428
HYK2020-0672	FOD-1483	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	麺処 びぎ屋	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 72/100 / Tabelog ID 13093976
