award_id	store_id	選定元	選定シリーズ	ランク・区分	公式ジャンル	年度	地域区分	掲載名	掲載時地域	出典URL	出典確認日	照合状態	備考
HYK2020-0517	FOD-1332	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	ナミニノカレー	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 17/100 / Tabelog ID 27096795
HYK2020-0518	FOD-1333	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	タンダーパニー	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 18/100 / Tabelog ID 27001142
HYK2020-0519	FOD-1334	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	ノムソン カリー	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 19/100 / Tabelog ID 27086130
HYK2020-0520	FOD-1335	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	アイリッシュ カレー 中津店	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 20/100 / Tabelog ID 27017872
HYK2020-0521	FOD-1336	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	もりやま屋	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 21/100 / Tabelog ID 27002387
HYK2020-0522	FOD-1337	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	ガネーシュ m 北浜店	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 22/100 / Tabelog ID 27083172
HYK2020-0523	FOD-1338	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	ヤタラ スパイス	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 23/100 / Tabelog ID 27092688
HYK2020-0524	FOD-1339	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	大阪ハラールレストラン	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 24/100 / Tabelog ID 27072992
HYK2020-0525	FOD-1340	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	セイロンカリー	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 25/100 / Tabelog ID 27072653
HYK2020-0526	FOD-1341	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	いずみバーグ	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 26/100 / Tabelog ID 27013033
HYK2020-0527	FOD-1342	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	ヤドカリー 天満橋店	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 27/100 / Tabelog ID 27072330
HYK2020-0528	FOD-1343	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	カレーちゃん家	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 28/100 / Tabelog ID 27063137
HYK2020-0529	FOD-1344	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	ボナボナ	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 29/100 / Tabelog ID 27005018
HYK2020-0530	FOD-1345	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	旧ヤム邸 空堀店	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 30/100 / Tabelog ID 27060944
HYK2020-0531	FOD-1346	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	王様のスプーン	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 31/100 / Tabelog ID 27017245
HYK2020-0532	FOD-1347	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	ダルバート食堂	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 32/100 / Tabelog ID 27085329
HYK2020-0533	FOD-1348	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	SIMBA	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 33/100 / Tabelog ID 27051373
HYK2020-0534	FOD-1349	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	渡邊カリー 梅田本店	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 34/100 / Tabelog ID 27091294
HYK2020-0535	FOD-1350	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	ハラールフードマルハバ	福岡県	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 35/100 / Tabelog ID 40034419
HYK2020-0536	FOD-1351	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	モリ商店	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 36/100 / Tabelog ID 27046303
HYK2020-0537	FOD-1352	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	太陽カレー	京都府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 37/100 / Tabelog ID 26022669
HYK2020-0538	FOD-1353	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	カルータラ	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 38/100 / Tabelog ID 27002839
HYK2020-0539	FOD-1354	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	カラピンチャ	兵庫県	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 39/100 / Tabelog ID 28038103
HYK2020-0540	FOD-1355	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	スパイスカリー バビルの塔	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 40/100 / Tabelog ID 27064588
HYK2020-0541	FOD-1356	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	カレー屋バンバン	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 41/100 / Tabelog ID 27092161
HYK2020-0542	FOD-1357	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	カンティプール 天五店	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 42/100 / Tabelog ID 27000526
HYK2020-0543	FOD-0615	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	Spice&Dining KALA	福岡県	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 43/100 / Tabelog ID 40035804
HYK2020-0544	FOD-1358	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	虹の仏	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 44/100 / Tabelog ID 27066977
HYK2020-0545	FOD-1359	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	白銀亭	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 45/100 / Tabelog ID 27012545
HYK2020-0546	FOD-1360	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	アアベルカレー	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 46/100 / Tabelog ID 27091414
HYK2020-0547	FOD-1361	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	不思議香菜 ツナパハ	福岡県	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 47/100 / Tabelog ID 40000116
HYK2020-0548	FOD-1362	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	シナジー	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 48/100 / Tabelog ID 27074379
HYK2020-0549	FOD-1363	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	旧ヤム邸 中之島洋館	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 49/100 / Tabelog ID 27073991
HYK2020-0550	FOD-1364	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	コロンビアエイト 堺筋本町店	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 50/100 / Tabelog ID 27050088
HYK2020-0551	FOD-1365	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	ぶはら	兵庫県	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 51/100 / Tabelog ID 28000646
HYK2020-0552	FOD-1366	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	ラヴィリンス	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 52/100 / Tabelog ID 27051602
HYK2020-0553	FOD-1367	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	サッチェズカリー	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 53/100 / Tabelog ID 27085130
HYK2020-0554	FOD-1368	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	スパイス料理ナッラマナム	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 54/100 / Tabelog ID 27090916
HYK2020-0555	FOD-1369	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	カレー屋ヌンクイ	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 55/100 / Tabelog ID 27071545
HYK2020-0556	FOD-1370	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	らくしゅみ	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 56/100 / Tabelog ID 27004574
HYK2020-0557	FOD-1371	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	山口カリー	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 57/100 / Tabelog ID 27086717
HYK2020-0558	FOD-1372	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	スパイスチャンバー	京都府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 58/100 / Tabelog ID 26015938
HYK2020-0559	FOD-1373	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	タリカロ	奈良県	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 59/100 / Tabelog ID 29008701
HYK2020-0560	FOD-1374	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	辛口飯屋 森元	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 60/100 / Tabelog ID 27087911
HYK2020-0561	FOD-1375	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	SAVOY	兵庫県	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 61/100 / Tabelog ID 28000095
HYK2020-0562	FOD-1376	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	マダム・カリー	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 62/100 / Tabelog ID 27050578
HYK2020-0563	FOD-1377	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	curry bar nidomi	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 63/100 / Tabelog ID 27062194
HYK2020-0564	FOD-1378	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	カシミール	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 64/100 / Tabelog ID 27003694
HYK2020-0565	FOD-0719	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	ボタニカリー	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 65/100 / Tabelog ID 27073555
HYK2020-0566	FOD-1379	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	スパイスカリー 大陸	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 66/100 / Tabelog ID 27093666
HYK2020-0567	FOD-1380	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	アングル	兵庫県	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 67/100 / Tabelog ID 28000142
HYK2020-0568	FOD-1381	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	スパイス食堂 ニッキ	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 68/100 / Tabelog ID 27093085
HYK2020-0569	FOD-1382	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	ナヤ インディア ヌール	京都府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 69/100 / Tabelog ID 26021825
HYK2020-0570	FOD-1383	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	インド食堂TADKA	京都府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 70/100 / Tabelog ID 26019333
HYK2020-0571	FOD-1384	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	ラーマ	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 71/100 / Tabelog ID 27089469
HYK2020-0572	FOD-1385	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	コロンビア エイト 北浜本店	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 72/100 / Tabelog ID 27015618
HYK2020-0573	FOD-1386	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	定食堂 金剛石	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 73/100 / Tabelog ID 27097683
HYK2020-0574	FOD-1387	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	バンブルビー	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 74/100 / Tabelog ID 27007862
HYK2020-0575	FOD-1388	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	ザエカ	福岡県	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 75/100 / Tabelog ID 40005367
HYK2020-0576	FOD-1389	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	さぼてん食堂	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 76/100 / Tabelog ID 27080580
HYK2020-0577	FOD-1390	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	カルダモン．	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 77/100 / Tabelog ID 27004332
HYK2020-0578	FOD-1391	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	創作カレー ツキノワ	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 78/100 / Tabelog ID 27092078
HYK2020-0579	FOD-1392	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	106 サウスインディアン 福岡天神店	福岡県	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 79/100 / Tabelog ID 40041110
HYK2020-0580	FOD-1393	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	辛激屋	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 80/100 / Tabelog ID 27011492
HYK2020-0581	FOD-1394	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	カレーや デッカオ	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 81/100 / Tabelog ID 27091309
HYK2020-0582	FOD-1395	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	ヌワラ カデ	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 82/100 / Tabelog ID 27085952
HYK2020-0583	FOD-1396	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	辛来飯	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 83/100 / Tabelog ID 27000068
HYK2020-0584	FOD-1397	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	東方遊酒菜ヌワラエリヤ	福岡県	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 84/100 / Tabelog ID 40000407
HYK2020-0585	FOD-1398	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	ラッキーガーデン	奈良県	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 85/100 / Tabelog ID 29000010
HYK2020-0586	FOD-1399	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	月と亀	福岡県	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 86/100 / Tabelog ID 40036916
HYK2020-0587	FOD-1400	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	ロッダグループ	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 87/100 / Tabelog ID 27056190
HYK2020-0588	FOD-1401	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	カシミール	富山県	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 88/100 / Tabelog ID 16000629
HYK2020-0589	FOD-1402	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	Ghar	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 89/100 / Tabelog ID 27066220
HYK2020-0590	FOD-1403	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	アララギ	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 90/100 / Tabelog ID 27053896
HYK2020-0591	FOD-1404	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	あいまい	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 91/100 / Tabelog ID 27082162
HYK2020-0592	FOD-1405	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	レベルカレー	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 92/100 / Tabelog ID 27082257
HYK2020-0593	FOD-1406	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	森林食堂	京都府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 93/100 / Tabelog ID 26020410
HYK2020-0594	FOD-1407	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	ポンガラカレー 阪急サン広場店	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 94/100 / Tabelog ID 27091267
HYK2020-0595	FOD-1408	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	アンナプルナ	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 95/100 / Tabelog ID 27042046
HYK2020-0596	FOD-1409	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	Tiki	福岡県	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 96/100 / Tabelog ID 40032551
HYK2020-0597	FOD-1410	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	シンズキッチン	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 97/100 / Tabelog ID 27044516
HYK2020-0598	FOD-1411	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	ガネーシュ N 大阪天満宮店	大阪府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 98/100 / Tabelog ID 27065938
HYK2020-0599	FOD-1412	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	インド料理 ショナ・ルパ	兵庫県	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 99/100 / Tabelog ID 28000424
HYK2020-0600	FOD-1413	食べログ	食べログ 百名店	百名店	カレー	2020	WEST	カマル	京都府	https://award.tabelog.com/hyakumeiten/curry_west/2020	46232	店舗照合済	食べログ カレー WEST 百名店 2020 / 公式掲載順 100/100 / Tabelog ID 26019639
HYK2020-0601	FOD-1414	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	はつね	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 1/100 / Tabelog ID 13000717
HYK2020-0602	FOD-1415	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	竹末東京Premium	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 2/100 / Tabelog ID 13167920
HYK2020-0603	FOD-1416	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	八雲	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 3/100 / Tabelog ID 13204333
HYK2020-0604	FOD-1417	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	迂直	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 4/100 / Tabelog ID 13229952
HYK2020-0605	FOD-1418	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	神保町 黒須	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 5/100 / Tabelog ID 13201888
HYK2020-0606	FOD-1419	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	らぁめん小池	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 6/100 / Tabelog ID 13172994
HYK2020-0607	FOD-1420	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	MENSHO	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 7/100 / Tabelog ID 13203848
HYK2020-0608	FOD-1421	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	中華そば うお青	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 8/100 / Tabelog ID 13229181
HYK2020-0609	FOD-1422	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	クラム＆ボニート 貝節麺ライク	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 9/100 / Tabelog ID 13219341
HYK2020-0610	FOD-1423	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	喜楽	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 10/100 / Tabelog ID 13001705
HYK2020-0611	FOD-1424	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	中華そば 多賀野	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 11/100 / Tabelog ID 13003421
HYK2020-0612	FOD-0739	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	麺尊 RAGE	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 12/100 / Tabelog ID 13178309
HYK2020-0613	FOD-1425	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	ほっこり中華そば もつけ	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 13/100 / Tabelog ID 13192847
HYK2020-0614	FOD-1426	食べログ	食べログ 百名店	百名店	ラーメン	2020	TOKYO	新橋 纏	東京都	https://award.tabelog.com/hyakumeiten/ramen_tokyo/2020	46232	店舗照合済	食べログ ラーメン TOKYO 百名店 2020 / 公式掲載順 14/100 / Tabelog ID 13156937
