tabelog_id	listed_name	prefecture	area_text	tabelog_url	primary_genre	category_slugs	category_labels	listing_count	first_source_url
13048505	メゾン・イチ 西馬込店	東京都	東京都 西馬込駅	https://tabelog.com/tokyo/A1317/A131713/13048505/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13005398	小麦と酵母 濱田家 三軒茶屋本店	東京都	東京都 西太子堂駅	https://tabelog.com/tokyo/A1317/A131706/13005398/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13022775	小麦と酵母 満 ecute品川店	東京都	東京都 品川駅	https://tabelog.com/tokyo/A1314/A131403/13022775/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13012061	エディアールベーカリー 新宿本店	東京都	東京都 新宿三丁目駅	https://tabelog.com/tokyo/A1304/A130401/13012061/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13132250	ユヌクレ	東京都	東京都 豪徳寺駅	https://tabelog.com/tokyo/A1318/A131813/13132250/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13048813	ヒンメル	東京都	東京都 大岡山駅	https://tabelog.com/tokyo/A1317/A131711/13048813/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13005477	金麦	東京都	東京都 白金台駅	https://tabelog.com/tokyo/A1316/A131602/13005477/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13044993	カーラ・アウレリア 大丸東京店	東京都	東京都 東京駅	https://tabelog.com/tokyo/A1302/A130201/13044993/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13000523	ブーランジェリーブルディガラ 広尾店	東京都	東京都 広尾駅	https://tabelog.com/tokyo/A1307/A130703/13000523/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
13061492	テコナ　ベーグルワークス	東京都	東京都 代々木公園駅	https://tabelog.com/tokyo/A1318/A131810/13061492/	パン	bread_tokyo	パン TOKYO	1	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020
20000200	フランスベ－カリー	長野県	長野県 北佐久郡軽井沢町	https://tabelog.com/nagano/A2003/A200301/20000200/	パン	bread_east	パン EAST	1	https://award.tabelog.com/hyakumeiten/bread_east/2020
14040510	カマクラ 24セッキ	神奈川県	神奈川県 鎌倉市	https://tabelog.com/kanagawa/A1404/A140402/14040510/	パン	bread_east	パン EAST	1	https://award.tabelog.com/hyakumeiten/bread_east/2020
12021059	Boulangerie Queue	千葉県	千葉県 船橋日大前駅	https://tabelog.com/chiba/A1202/A120201/12021059/	パン	bread_east	パン EAST	1	https://award.tabelog.com/hyakumeiten/bread_east/2020
23037293	テトラ コンタ	愛知県	愛知県 尼ケ坂駅	https://tabelog.com/aichi/A2301/A230104/23037293/	パン	bread_east	パン EAST	1	https://award.tabelog.com/hyakumeiten/bread_east/2020
11003805	boulangerie Matsuoka	埼玉県	埼玉県 熊谷駅	https://tabelog.com/saitama/A1105/A110501/11003805/	パン	bread_east	パン EAST	1	https://award.tabelog.com/hyakumeiten/bread_east/2020
14001139	ウチキパン	神奈川県	神奈川県 元町・中華街駅	https://tabelog.com/kanagawa/A1401/A140105/14001139/	パン	bread_east	パン EAST	1	https://award.tabelog.com/hyakumeiten/bread_east/2020
23050735	テーラ・テール	愛知県	愛知県 高岳駅	https://tabelog.com/aichi/A2301/A230104/23050735/	パン	bread_east	パン EAST	1	https://award.tabelog.com/hyakumeiten/bread_east/2020
14004443	トツゼン ベーカーズ キッチン	神奈川県	神奈川県 大倉山駅	https://tabelog.com/kanagawa/A1401/A140204/14004443/	パン	bread_east	パン EAST	1	https://award.tabelog.com/hyakumeiten/bread_east/2020
14012214	エスプラン	神奈川県	神奈川県 京急鶴見駅	https://tabelog.com/kanagawa/A1401/A140210/14012214/	パン	bread_east	パン EAST	1	https://award.tabelog.com/hyakumeiten/bread_east/2020
14011303	穂の香 あざみ野	神奈川県	神奈川県 あざみ野駅	https://tabelog.com/kanagawa/A1401/A140201/14011303/	パン	bread_east	パン EAST	1	https://award.tabelog.com/hyakumeiten/bread_east/2020
1008888	ココペライ	北海道	北海道 桑園駅	https://tabelog.com/hokkaido/A0101/A010102/1008888/	パン	bread_east	パン EAST	1	https://award.tabelog.com/hyakumeiten/bread_east/2020
14065922	nichinichi	神奈川県	神奈川県 新百合ケ丘駅	https://tabelog.com/kanagawa/A1405/A140508/14065922/	パン	bread_east	パン EAST	1	https://award.tabelog.com/hyakumeiten/bread_east/2020
1007040	ブランジェリー ラ・フォンティヌ・ドゥ・ルルド	北海道	北海道 札幌市中央区	https://tabelog.com/hokkaido/A0101/A010105/1007040/	パン	bread_east	パン EAST	1	https://award.tabelog.com/hyakumeiten/bread_east/2020
3001022	福田パン 長田町本店	岩手県	岩手県 盛岡市	https://tabelog.com/iwate/A0301/A030101/3001022/	パン	bread_east	パン EAST	1	https://award.tabelog.com/hyakumeiten/bread_east/2020
14004229	シャン ド ブレ	神奈川県	神奈川県 新横浜駅	https://tabelog.com/kanagawa/A1401/A140206/14004229/	パン	bread_east	パン EAST	1	https://award.tabelog.com/hyakumeiten/bread_east/2020
11003447	ベルテコ	埼玉県	埼玉県 東所沢駅	https://tabelog.com/saitama/A1106/A110601/11003447/	パン	bread_east	パン EAST	1	https://award.tabelog.com/hyakumeiten/bread_east/2020
14035775	ムール ア ラ ムール	神奈川県	神奈川県 伊勢原市	https://tabelog.com/kanagawa/A1408/A140803/14035775/	パン	bread_east	パン EAST	1	https://award.tabelog.com/hyakumeiten/bread_east/2020
14053039	セテュヌ ボンニデー	神奈川県	神奈川県 向ケ丘遊園駅	https://tabelog.com/kanagawa/A1405/A140506/14053039/	パン	bread_east	パン EAST	1	https://award.tabelog.com/hyakumeiten/bread_east/2020
1025633	おかめや 工場直販店	北海道	北海道 札幌市西区	https://tabelog.com/hokkaido/A0101/A010204/1025633/	パン	bread_east	パン EAST	1	https://award.tabelog.com/hyakumeiten/bread_east/2020
14059688	エコモ ベーカリー ヨコハマ モトマチ	神奈川県	神奈川県 元町・中華街駅	https://tabelog.com/kanagawa/A1401/A140105/14059688/	パン	bread_east	パン EAST	1	https://award.tabelog.com/hyakumeiten/bread_east/2020
11003096	VANITOY BAGEL 蔵づくり本店	埼玉県	埼玉県 川越市	https://tabelog.com/saitama/A1103/A110303/11003096/	パン	bread_east	パン EAST	1	https://award.tabelog.com/hyakumeiten/bread_east/2020
1021428	麦音	北海道	北海道 帯広市	https://tabelog.com/hokkaido/A0111/A011101/1021428/	パン	bread_east	パン EAST	1	https://award.tabelog.com/hyakumeiten/bread_east/2020
14004024	ブレッド＆サーカス	神奈川県	神奈川県 湯河原駅	https://tabelog.com/kanagawa/A1410/A141002/14004024/	パン	bread_east	パン EAST	1	https://award.tabelog.com/hyakumeiten/bread_east/2020
14000421	ドーレ	神奈川県	神奈川県 横浜駅	https://tabelog.com/kanagawa/A1401/A140101/14000421/	パン	bread_east	パン EAST	1	https://award.tabelog.com/hyakumeiten/bread_east/2020
