HYK2021-0081	13000401	食べログ	ビストロ 百名店	百名店	ビストロ	2021	全国	メゾン・ド・ラ・ブルゴーニュ	東京都	https://award.tabelog.com/hyakumeiten/bistro/2021	46232	店舗照合済	2021年百名店公式選出（ビストロ 百名店 全国・公式掲載順 81/100）
HYK2021-0082	13115893	食べログ	ビストロ 百名店	百名店	ビストロ	2021	全国	ビストロ K 中目黒	東京都	https://award.tabelog.com/hyakumeiten/bistro/2021	46232	店舗照合済	2021年百名店公式選出（ビストロ 百名店 全国・公式掲載順 82/100）
HYK2021-0083	13186713	食べログ	ビストロ 百名店	百名店	ビストロ	2021	全国	ビストロ・シンバ	東京都	https://award.tabelog.com/hyakumeiten/bistro/2021	46232	店舗照合済	2021年百名店公式選出（ビストロ 百名店 全国・公式掲載順 83/100）
HYK2021-0084	13000470	食べログ	ビストロ 百名店	百名店	ビストロ	2021	全国	ブラッスリー・グー	東京都	https://award.tabelog.com/hyakumeiten/bistro/2021	46232	店舗照合済	2021年百名店公式選出（ビストロ 百名店 全国・公式掲載順 84/100）
HYK2021-0085	13100821	食べログ	ビストロ 百名店	百名店	ビストロ	2021	全国	ラシーヌ	東京都	https://award.tabelog.com/hyakumeiten/bistro/2021	46232	店舗照合済	2021年百名店公式選出（ビストロ 百名店 全国・公式掲載順 85/100）
HYK2021-0086	13133525	食べログ	ビストロ 百名店	百名店	ビストロ	2021	全国	スモールワンダーランド	東京都	https://award.tabelog.com/hyakumeiten/bistro/2021	46232	店舗照合済	2021年百名店公式選出（ビストロ 百名店 全国・公式掲載順 86/100）
HYK2021-0087	27004963	食べログ	ビストロ 百名店	百名店	ビストロ	2021	全国	カメキチ・ビストロ	大阪府	https://award.tabelog.com/hyakumeiten/bistro/2021	46232	店舗照合済	2021年百名店公式選出（ビストロ 百名店 全国・公式掲載順 87/100）
HYK2021-0088	27058412	食べログ	ビストロ 百名店	百名店	ビストロ	2021	全国	シャンパン食堂	大阪府	https://award.tabelog.com/hyakumeiten/bistro/2021	46232	店舗照合済	2021年百名店公式選出（ビストロ 百名店 全国・公式掲載順 88/100）
HYK2021-0089	13152878	食べログ	ビストロ 百名店	百名店	ビストロ	2021	全国	ブラッスリー ギョラン	東京都	https://award.tabelog.com/hyakumeiten/bistro/2021	46232	店舗照合済	2021年百名店公式選出（ビストロ 百名店 全国・公式掲載順 89/100）
HYK2021-0090	13033082	食べログ	ビストロ 百名店	百名店	ビストロ	2021	全国	ブラッスリー ポール・ボキューズ ミュゼ	東京都	https://award.tabelog.com/hyakumeiten/bistro/2021	46232	店舗照合済	2021年百名店公式選出（ビストロ 百名店 全国・公式掲載順 90/100）
HYK2021-0091	13091587	食べログ	ビストロ 百名店	百名店	ビストロ	2021	全国	ジョンティ	東京都	https://award.tabelog.com/hyakumeiten/bistro/2021	46232	店舗照合済	2021年百名店公式選出（ビストロ 百名店 全国・公式掲載順 91/100）
HYK2021-0092	13000326	食べログ	ビストロ 百名店	百名店	ビストロ	2021	全国	サン・ル・スー	東京都	https://award.tabelog.com/hyakumeiten/bistro/2021	46232	店舗照合済	2021年百名店公式選出（ビストロ 百名店 全国・公式掲載順 92/100）
HYK2021-0093	13133484	食べログ	ビストロ 百名店	百名店	ビストロ	2021	全国	夏目亭	東京都	https://award.tabelog.com/hyakumeiten/bistro/2021	46232	店舗照合済	2021年百名店公式選出（ビストロ 百名店 全国・公式掲載順 93/100）
HYK2021-0094	13005655	食べログ	ビストロ 百名店	百名店	ビストロ	2021	全国	ブラッスリーオザミ丸の内	東京都	https://award.tabelog.com/hyakumeiten/bistro/2021	46232	店舗照合済	2021年百名店公式選出（ビストロ 百名店 全国・公式掲載順 94/100）
HYK2021-0095	13144110	食べログ	ビストロ 百名店	百名店	ビストロ	2021	全国	Le Bonze	東京都	https://award.tabelog.com/hyakumeiten/bistro/2021	46232	店舗照合済	2021年百名店公式選出（ビストロ 百名店 全国・公式掲載順 95/100）
HYK2021-0096	13095796	食べログ	ビストロ 百名店	百名店	ビストロ	2021	全国	ブション・ドール	東京都	https://award.tabelog.com/hyakumeiten/bistro/2021	46232	店舗照合済	2021年百名店公式選出（ビストロ 百名店 全国・公式掲載順 96/100）
HYK2021-0097	14048268	食べログ	ビストロ 百名店	百名店	ビストロ	2021	全国	ポアジェ	神奈川県	https://award.tabelog.com/hyakumeiten/bistro/2021	46232	店舗照合済	2021年百名店公式選出（ビストロ 百名店 全国・公式掲載順 97/100）
